n	N	estimacion	estimacion_se	estimacion_low	estimacion_upp	se	ind	des	mes	CLASE	nivel	periodicidad	trim	orden	indice
184462	118486356.886609	18342419.0613447	340039.356975492	54360788.4888042	55693725.8792642	65913.82928875257	tot_pob	total	0	Urbano	nacional	Trimestre	8	4	323
85239	67398314.9999974	10967878.1059291	269885.648455358	32374660.6555388	33432607.9800358	48465.64198030108	tot_pob	total	0	Nacional	13_ciudad	Trimestre	8	6	324
212158	153414324.886621	2357259.46673704	123203.383565112	6830302.82802176	7313253.97240049	42593.27588452022	tot_deso	total	0	Nacional	nacional	Trimestre	8	3	325
27696	34927968.0000111	366963.071223933	49221.4273474188	1004416.43842197	1197361.98892163	16732.211435498295	tot_deso	total	0	Rural	nacional	Trimestre	8	5	326
184462	118486356.886609	1990296.39551311	113217.891995319	5748984.92984986	6192793.4432288	39044.28944227978	tot_deso	total	0	Urbano	nacional	Trimestre	8	4	327
85239	67398314.9999974	1136627.71739485	86968.5528836289	3239425.5002768	3580340.80409233	28533.238251844865	tot_deso	total	0	Nacional	13_ciudad	Trimestre	8	6	328
212158	153414324.886621	0.642237397933946	0.00201461656647134	0.638288799494084	0.646185996373807	0.0018654503877425352	tgp	ratio	0	Nacional	nacional	Trimestre	8	3	329
27696	34927968.0000111	0.607463760434736	0.00439492685150699	0.598849812948162	0.61607770792131	0.004243694686763729	tgp	ratio	0	Rural	nacional	Trimestre	8	5	330
184462	118486356.886609	0.651669568281176	0.00226322083239108	0.64723371165388	0.656105424908471	0.0020088998172709967	tgp	ratio	0	Urbano	nacional	Trimestre	8	4	331
85239	67398314.9999974	0.665883346410546	0.00292745417630783	0.660145560183049	0.671621132638043	0.002466293558652172	tgp	ratio	0	Nacional	13_ciudad	Trimestre	8	6	332
166656	118992175.886618	14190316.823566	271430.477660708	42038952.6464381	43102948.2949578	73991.3335486652	pffl	total	0	Nacional	nacional	Trimestre	8	3	333
20669	25389299.0000071	3322073.3182203	138205.357564351	9695340.46404897	10237099.4452728	35914.81108898513	pffl	total	0	Rural	nacional	Trimestre	8	5	334
145987	93602876.8866106	10868243.5053457	241812.752575442	32130782.7878486	33078678.2442256	62679.60075784466	pffl	total	0	Urbano	nacional	Trimestre	8	4	335
69734	54534352.9999968	6073611.84334163	184249.15034051	17859707.5630324	18581963.4970175	44832.57450972135	pffl	total	0	Nacional	13_ciudad	Trimestre	8	6	336
210430	153548073.886639	0.582294958846911	0.00208450572121522	0.578209379207955	0.586380538485868	0.0019873048571870016	prob	ratio	0	Nacional	nacional	Trimestre	9	3	337
27808	34945943.00001	0.557987291116277	0.00442987719850427	0.549304841410772	0.566669740821781	0.0045140391646333105	prob	ratio	0	Rural	nacional	Trimestre	9	5	338
182622	118602130.886629	0.588884740898536	0.00235942400697081	0.584260328221499	0.593509153575574	0.002162889812210279	prob	ratio	0	Urbano	nacional	Trimestre	9	4	339
84152	67454529.0000134	0.608030799439589	0.00308649028962426	0.601981302621901	0.614080296257277	0.0027324116877648374	prob	ratio	0	Nacional	13_ciudad	Trimestre	9	6	340
165332	119138781.886633	0.0916359103919571	0.00152748597791846	0.0886420709708776	0.0946297498130365	0.0015789112819360217	tsd	ratio	0	Nacional	nacional	Trimestre	9	3	341
20787	25409819.0000065	0.0730900120866663	0.0030935213154373	0.0670267773349296	0.079153246838403	0.0030153428011283805	tsd	ratio	0	Rural	nacional	Trimestre	9	5	342
144545	93728962.886626	0.096280695624701	0.00174587550612446	0.0928588174601268	0.0997025737892752	0.001815436926682602	tsd	ratio	0	Urbano	nacional	Trimestre	9	4	343
68746	54597751.0000095	0.0908019309844761	0.00223666558133478	0.0864180698147972	0.0951857921541551	0.002284153534054223	tsd	ratio	0	Nacional	13_ciudad	Trimestre	9	6	344
210430	153548073.886639	23124637.3652493	370663.054751181	68647421.6793425	70100402.5121531	78921.69330753187	tot_pob	total	0	Nacional	nacional	Trimestre	9	3	345
27808	34945943.00001	4726118.69052283	169979.405833823	13845200.6417471	14511511.5013899	38233.63937741437	tot_pob	total	0	Rural	nacional	Trimestre	9	5	346
182622	118602130.886629	18398518.6747264	340493.863815554	54528196.4755648	55862915.5727938	67575.13964549097	tot_pob	total	0	Urbano	nacional	Trimestre	9	4	347
84152	67454529.0000134	11065704.7293798	273174.600421684	32661694.1087439	33732534.267535	49727.84431935847	tot_pob	total	0	Nacional	13_ciudad	Trimestre	9	6	348
210430	153548073.886639	2332817.00772963	120952.660127304	6761386.8019376	7235515.24444018	40765.57773821954	tot_deso	total	0	Nacional	nacional	Trimestre	9	3	349
27808	34945943.00001	372670.568574813	49139.2303001482	1021700.0301339	1214323.38131497	15468.943049491356	tot_deso	total	0	Rural	nacional	Trimestre	9	5	350
182622	118602130.886629	1960146.43915482	110803.283892081	5663267.62251938	6097611.01240953	37675.52192994767	tot_deso	total	0	Urbano	nacional	Trimestre	9	4	351
84152	67454529.0000134	1105135.82394617	84966.2361727653	3148874.31375083	3481940.62992618	28267.914751851345	tot_deso	total	0	Nacional	13_ciudad	Trimestre	9	6	352
210430	153548073.886639	0.641036964702304	0.00200949668965969	0.63709840090933	0.644975528495277	0.001881389322686217	tgp	ratio	0	Nacional	nacional	Trimestre	9	3	353
27808	34945943.00001	0.601986491021012	0.00434588373859254	0.593468666418777	0.610504315623247	0.004357008694147193	tgp	ratio	0	Rural	nacional	Trimestre	9	5	354
182622	118602130.886629	0.651623505271481	0.00226193105820341	0.647190176361866	0.656056834181095	0.0020484821771604247	tgp	ratio	0	Urbano	nacional	Trimestre	9	4	355
84152	67454529.0000134	0.668755049268816	0.00294298507626954	0.662986821546459	0.674523276991173	0.002552939840582962	tgp	ratio	0	Nacional	13_ciudad	Trimestre	9	6	356
165332	119138781.886633	14255472.9225653	271117.918735069	42235033.5212164	43297804.0141752	74715.47738643429	pffl	total	0	Nacional	nacional	Trimestre	9	3	357
20787	25409819.0000065	3371150.4075712	137569.443361041	9843818.09440721	10383084.3510199	36903.60076656871	pffl	total	0	Rural	nacional	Trimestre	9	5	358
144545	93728962.886626	10884322.5149941	242021.484529026	32178610.6791218	33127324.4108427	64000.703318976644	pffl	total	0	Urbano	nacional	Trimestre	9	4	359
68746	54597751.0000095	6028409.78001053	185400.601547328	17721844.4403214	18448614.2397417	46461.59124470831	pffl	total	0	Nacional	13_ciudad	Trimestre	9	6	360
208942	153679394.886622	0.579557419059749	0.00210415401419055	0.575433329083761	0.583681509035736	0.0020802640942094064	prob	ratio	0	Nacional	nacional	Trimestre	10	3	361
27548	34963404.0000058	0.558250693600494	0.00444271158235851	0.549543088463492	0.566958298737496	0.0047896987415806825	prob	ratio	0	Rural	nacional	Trimestre	10	5	362
181394	118715990.886617	0.585330514296026	0.00238635353968949	0.580653320209555	0.590007708382497	0.0022790484416040455	prob	ratio	0	Urbano	nacional	Trimestre	10	4	363
83667	67510271.0000124	0.605526159643096	0.00312459489935739	0.59940197757785	0.611650341708342	0.00293429543598685	prob	ratio	0	Nacional	13_ciudad	Trimestre	10	6	364
164284	119283511.886623	0.0941690190612427	0.00158560250857837	0.0910612723541282	0.0972767657683572	0.0017108532832626152	tsd	ratio	0	Nacional	nacional	Trimestre	10	3	365
20624	25429824.0000044	0.0724024029139616	0.003042831977985	0.0664385178868345	0.0783662879410886	0.0031071538104363835	tsd	ratio	0	Rural	nacional	Trimestre	10	5	366
143660	93853687.886619	0.0996287724916157	0.00182962602570693	0.0960427449557866	0.103214800027445	0.0019905936206218743	tsd	ratio	0	Urbano	nacional	Trimestre	10	4	367
68241	54660827.0000104	0.0927965836505924	0.00231817994571255	0.0882529538575198	0.0973402134436651	0.0026041095363214	tsd	ratio	0	Nacional	13_ciudad	Trimestre	10	6	368
208942	153679394.886622	23043881.4284648	372963.170767418	68400645.6685625	69862642.9022262	82713.73560296367	tot_pob	total	0	Nacional	nacional	Trimestre	10	3	369
27548	34963404.0000058	4732072.2953803	171285.421975753	13860501.6832428	14531932.0890391	40600.39867047296	tot_pob	total	0	Rural	nacional	Trimestre	10	5	370
181394	118715990.886617	18311809.1330845	342385.541891512	54264360.1809248	55606494.617582	71299.0337055859	tot_pob	total	0	Urbano	nacional	Trimestre	10	4	371
83667	67510271.0000124	11032853.5520773	275093.062366848	32559380.3614785	33637740.9509854	53463.67173112187	tot_pob	total	0	Nacional	13_ciudad	Trimestre	10	6	372
208942	153679394.886622	2395612.15629125	125891.911539699	6940091.42695319	7433581.51079433	44121.18743156342	tot_deso	total	0	Nacional	nacional	Trimestre	10	3	373
27548	34963404.0000058	369355.640877477	48268.6496008935	1013461.55979729	1202672.28546756	15922.96497256274	tot_deso	total	0	Rural	nacional	Trimestre	10	5	374
181394	118715990.886617	2026256.51541378	116547.781440711	5850338.76887348	6307200.32360918	41175.51234643652	tot_deso	total	0	Urbano	nacional	Trimestre	10	4	375
83667	67510271.0000124	1128535.34179787	88260.7190600272	3212615.69220058	3558596.35858667	32198.972844810505	tot_deso	total	0	Nacional	13_ciudad	Trimestre	10	6	376
208942	153679394.886622	0.639807459951442	0.00202582892577464	0.635836885217126	0.643778034685757	0.0019510629134229197	tgp	ratio	0	Nacional	nacional	Trimestre	10	3	377
27548	34963404.0000058	0.601824212734257	0.00435951278658755	0.59327967518515	0.610368750283364	0.004626250182824732	tgp	ratio	0	Rural	nacional	Trimestre	10	5	378
181394	118715990.886617	0.650099088479119	0.00228367603019107	0.645623139779072	0.654575037179165	0.0021183179643964665	tgp	ratio	0	Urbano	nacional	Trimestre	10	4	379
83667	67510271.0000124	0.667464593640683	0.00297612810971813	0.661631405345727	0.673297781935638	0.002694092314933028	tgp	ratio	0	Nacional	13_ciudad	Trimestre	10	6	380
164284	119283511.886623	14321677.0441184	273815.912383729	42428357.8517176	43501704.412993	77576.54540826251	pffl	total	0	Nacional	nacional	Trimestre	10	3	381
20624	25429824.0000044	3375180.06374367	137919.646972197	9855220.65881018	10395859.7236519	39214.909309733215	pffl	total	0	Rural	nacional	Trimestre	10	5	382
143660	93853687.886619	10946496.9803748	244951.897125749	32359390.5076452	33319591.3746034	66270.65102501331	pffl	total	0	Urbano	nacional	Trimestre	10	4	383
68241	54660827.0000104	6058886.77279493	188038.614191895	17808104.869844	18545215.7669256	49087.10464952886	pffl	total	0	Nacional	13_ciudad	Trimestre	10	6	384
